,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
535,edicleiton_3,9504,25.0,25.0,25.0,0.0,"🔴 Oii pessoal ! Podem me chamar de Edi , tenho 24 anos, atualmente faço 13hrs de live todos os dias e venho me mantendo apenas com a stream e isso está me ajudando a pagar as contas e a viver esse sonho, toda a ajuda é bem vinda . Jogamos LOL e essa é uma live +18 pq xingamos muito.","🔴 hi guys!you can call me edi, i am 24 years old, i currently do 13hrs of live every day and i have been keeping only with stream and this is helping me pay the bills and live this dream, all the help is welcome.we play lol and this is a live +18 because we curse a lot.",pt
536,malgax,9497,132.0,132.0,132.0,0.0,Gioco ai videogiochi da quando ho memoria e cerco sempre di migliorarmi. Seguitemi per vedere dove possiamo arrivare insieme.,i have been playing video games since i have memory and i always try to improve myself.follow me to see where we can arrive together.,it
537,nimertix,9415,857.0,857.0,857.0,0.0,Soy un personaje takatistico mundial supersuanfonson,i am a world takatistical character supersuanfonson,es
538,aleeuss,9349,36.0,36.0,36.0,0.0,"Bienvenid@s a mi canal! :)  Juego LoL, Valorant y estoy abierta a recomendaciones de cualquier juego. Me gusta muchooo reírme  y divertirme con todos, así que no tengas miedo en venir a saludar!","welcome to my channel!:) lol game, value and i am open to recommendations of any game.i like to laugh a lot and have fun with everyone, so don't be afraid to come to greet!",es
539,chelsia,9309,3.0,3.0,3.0,0.0,,,ht
540,oguzkhand,9164,151.0,151.0,151.0,0.0,EUW Challenger Jungler,euw challenger jungler,en
541,denizencan,9080,37.0,37.0,37.0,0.0,Merhaba arkadaşlar. Işık Üniversitesi İç Mimarlık Mezunuyum. İstanbul Antalya Ankara Giresunluyum. Solo q kanserlenmemi sizinle paylaşmak için yayın yapıyorum. Bana sponsor olmak isteyenler instagram üzerinden ulaşabilir.,hello friends.i am a graduate of işık university interior architecture.istanbul antalya ankara giresunluum.i am broadcasting to share my solo q cancer with you.those who want to sponsor me can reach them via instagram.,tr
542,snowballbarrage,9042,40.0,1014.0,518.0,0.0,"Hey I'm Snowball, read my About Me in the panels below :3 Business: snowballbarrage@gmail.com","hey i'm snowball, read my about me in the panels below :3 business: snowballbarrage@gmail.com",en
543,agustinitita,8946,165.0,165.0,165.0,0.0,amo a shen y el mate lavado (ㅅ´ ˘ `)♡ contacto: agusmlagarde@gmail.com 💌,i love shen and the mate washed (ㅅ ´ ˘ `) ♡ contact: agusmlagarde@gmail.com 💌,es
544,n1shida,8876,20.0,20.0,20.0,0.0,BLOX FRUIT Nº1 STREAMER IN THE WORLD,blox fruit nº1 streamer in the world,en
545,patience__,8840,52.0,52.0,52.0,0.0,"Привет, Лиза. Стримы ждать? ",hi liza.streams wait?,ru
546,kayn_lady,8773,24.0,24.0,24.0,0.0,♥고려대출신 암살충 정글러♥  방송시간:트게더/오픈카톡 안고독한고대뼝아리방 공지 League of Legend Jungle Kayn Evelynn main  ,♥ goryeo loan port insectable ♥ broadcasting time: together/ancient hari room notice league of legend jungle kayn evelop main,ko
547,muzuby,8771,10.0,10.0,10.0,0.0,"Rimo, jogo mal e falo merda ","rimo, bad game and i speak shit",pt
548,jjugger,8746,101.0,101.0,101.0,0.0,"Oi, meu nome é Victor. Comecei com streams em 2016 e depois de uma (L O N G A) intervenção, estou de volta em 2023 com a meta de streams TODOS os dias, as transmissões começam a partir das 16h com foco principal em League of Legends, mas tambem temos variações de vez em quando (gamer bro).","hi, my name is victor.i started with streams in 2016 and after one (l o ng a) intervention, i'm back in 2023 with the streams target every day, the transmissions start from 16h with the main focus on league of legends, but we also have variations every time inwhen (gamer bro).",pt
549,kikira02,8743,29.0,29.0,29.0,0.0,"Oioi seja bem-vindo!!Me chamo Kikira, tenho 19 anos e gosto de jogar uns joguinhos e conversar, cola ai na live e bora interagir!! :D","oioi welcome !! my name is kikira, i'm 19 years old and i like to play some games and talk, glue there on live and let's interact !!: d",pt
550,dismavvy,8686,19.0,19.0,19.0,0.0,FNATIC Network | Retired Sage main Valorant addict turned Viper Mommy/Brim Daddy,fnatic network | retired sage main valorant addict turned viper mommy/brim daddy,en
551,akiraoguz,8592,476.0,524.0,500.0,0.0,,,ht
552,sbi_tokikazemayura,8581,589.0,589.0,589.0,0.0,たくさんLoLる、将来的につよくなる…ハズ⌛詳細はTwitter,"a lot of lol, better in the future ... hazu ⌛ details are twitter",ja
553,chidoryan,8555,67.0,67.0,67.0,0.0,Шалопай,shalopay,ky
554,kokoopuffs,8529,35.0,40.0,37.0,0.0,Hi My Name Is James :D,hi my name is james :d,en
555,demigamers,8479,74.0,74.0,74.0,0.0,"Hola Gamers! Καλως ήρθατε στο κανάλι του πιο τρελού ελληνικού couple gamers! Αράξτε και περάστε τέλεια μαζί μας, γιατί το μόνο σίγουρο είναι οτι εμείς θα περάσουμε τέλεια με την παρέα σας. ","hola gamers!welcome to the channel of the craziest greek couple gamers!look and have a great time with us, because the only sure thing is that we will have a great time with your company.",el
556,zela,8443,70.0,70.0,70.0,0.0,hewwo 🤍 aspiring full time streamer.. league of legends addict ,hewwo 🤍 aspiring full time streamer.. league of legends addict,en
557,tutepra,8431,1.0,51.0,26.0,0.0,"Buenas, me llamo Matias y mis amigos me dicen Tute, soy main Adc challenger y prendo stream todos los dias a partir de las 6 AM (ARG) y ando re chill tryhardeando sin toxicidad ","good, my name is matias and my friends tell me tute, i am main adc challenger and i turn on stream every day from 6 am (arg) and i re chill tryhardeando without toxicity",es
558,gloomysaki,8386,8.0,8.0,8.0,0.0,Comfy and Cozy,comfy and cozy,en
559,hsu_094,8310,68.0,68.0,68.0,0.0,很會睡過頭的女生，喜歡喝多多綠(｡ì _ í｡)                                          合作邀約📮hsu094@gmail.com,"girls who can sleep very much, like to drink a lot of green (｡ì _í í í) cooperative invitations 📮hsu094@gmail.com",zh-TW
560,kruppilol,8298,19.0,19.0,19.0,0.0,,,ht
561,imissedmyq,8204,61.0,61.0,61.0,0.0,Challenger Jungle (Elise) main // 2020 MTG Player's Tour Competitor // 26 Y.O // No country music please. // Business Inquiries: imissedmyqlol@gmail.com // Coaching at https://metafy.gg/@i-missed-my-q,challenger jungle (elise) main // 2020 mtg players tour competitor // 26 y.o // no country music please. // business inquiries: imissedmyq lil@gmail.com // coaching at https://metafy.gg/@i-missed-my-q,en
562,asahinamiya,8150,269.0,269.0,269.0,0.0,ゲームがすき  ,i like games,ja
563,mi_ming_,8108,38.0,38.0,38.0,0.0,밍하하하! ,ming hahaha!,ko
564,bladeshow_,8106,585.0,1159.0,872.0,0.0,"Hey, mein Name ist Pius aka Bladeshow. Hauptsächlich streame ich League of Legends im High-Elo Bereich (Grandmaster). Ich spiele seit ca. 3 jahren competitive. Jetzt neuer Midlaner bei Vinine","hey, my name is pius aka blade show.mainly streaming i league of legends in the high-elo area (grandmaster).i've been playing competitive for about 3 years.now new midlaner at vinine",de
565,lol_loken,8050,22.0,22.0,22.0,0.0,LokeN,the locomotive,sv
566,junb_junb,8040,91.0,91.0,91.0,0.0,챌린저 C1 원딜러 JunB  준비준비 / KR Challenger AD Carry JunB 였는데 이제 그마딱인.,challenger c1 one dealer junb preparation / kr challenger ad carry junb.,ko
567,arktika_m,7990,71.0,71.0,71.0,0.0,Я кошечка мяу мяу,i am a cat meow,ru
568,frickinjenn,7957,14.0,14.0,14.0,0.0,Let’s Go!,let’s go!,en
569,bywhitewolf,7937,1031.0,1031.0,1031.0,0.0,"Soy un jugador argentino de 21 años, Challenger y juego desde la S6. Maineo ADC porque soy masoquista.","i am a 21 -year -old argentine player, challenger and play from s6.maineo adc because i am a masochist.",es
570,daneysan,7826,11.0,11.0,11.0,0.0,"Hola! Me presento, soy Daney, tengo 25 años, de día soy actor 🎬 y de noche soy pro player 🎮 o al menos eso es lo que digo 🤣, acompáñanos en las transmisiones del canal donde jugamos, platicamos, manqueamos, hacemos ejercicio (aveces) y un poco mas ♥️.","hello!i introduce myself, i am daney, i am 25 years old, by day i am an actor 🎬 and at night i am pro player 🎮 or at least that is what i say 🤣, accompany us in the transmissions of the channel where we play, we talked, we manque, we exercise (sometimes)and a little more ♥ ️.",es
571,jaeger0446,7809,387.0,558.0,459.0,0.0,実況をやってます。御用の際はDMの方にお願いします。「Jaeger」と書いて「いぇーがー」と読みます。 twitter → @Jaeger0446,"i'm doing a live commentary.please give me the dm when you use it.write ""jaeger"" and read ""i ga"".twitter → @jaeger0446",ja
572,yahawoo,7806,53.0,53.0,53.0,0.0,"게임에는 매우 진지 진심인 스트리머 입니다./ Hello, I'm yahawoo. Thank you for enjoying my streaming. 大家好！我是yahawoo。 是非常喜歡玩遊戲的人！ 請隨意觀看！","진지 진지 매우 진심인 스트리 스트리 머 머 머 머 머 입니다 ./ hello, i'm yahawoo. thank you for enjoying my streaming. hello everyone!i am yahawoo.people who like to play games very much!please watch it at will!",zh-TW
573,niponica,7682,43.0,43.0,43.0,0.0,a maior noobizinha do rio de janeiro,the largest noobazine in rio de janeiro,pt
574,wholesomegwen,7661,65.0,65.0,65.0,0.0,Flex Gwen Top Mid Jungle permastuck Diamond 1,flex gwen top mid jungle permastuck diamond 1,en
575,tinn1e,7656,67.0,67.0,67.0,0.0,"Diseñadora gráfica, e intento de streamer. Hago lo que puedo je ✨ Contacto: agustinamartirena@gmail.com","graphic designer, and intention of streamer.i do what i can je ✨ contact: agustinamarerna@gmail.com",es
576,esera_lol,7618,16.0,16.0,16.0,0.0,Hellou! 🌹  Mein Name ist Lost und manchmal bin ich ein bisschen Lena! Hier gibt es meistens League of Legends geinte zu sehen aber nur wenn ich darauf Lust habe - also zu inten. Manchmal kann man mich auch am Rande der Verzweiflung in manchen Survival Games sehen! (WARNING 4 Headphone users),"hello!🌹 my name is free and sometimes i'm a little lena!there are mostly league of legends neinte here, but only if i feel like it - so to inten.sometimes you can see me on the edge of despair in some survival games!(warning 4 headphone users)",de
577,imaaaster,7538,528.0,664.0,596.0,0.0,Mono azir challenger contato: imaaaster@nave.agency,mono azir challenger counted: imaaaster@nave.agecy,it
578,israaxtv,7517,53.0,53.0,53.0,0.0,I see nothing but Enchanters ,i see nothing but enchanters,en
579,bbang_eu,7384,24.0,24.0,24.0,0.0,"화 금6시 뱅온 ) 변동사항은 트게더,    째리의 스케줄을 확인하고 싶으면 일정을 눌러주세요","tue 6 o'clock bangon) if you want to check the schedule of togan, jagi, please press the schedule.",ko
580,metata115,7259,40.0,40.0,40.0,0.0,,,ht
581,elbichi,7186,39.0,39.0,39.0,0.0,APASIONADO DE LOS VIDEOJUEGOS !,passionate about video games!,es
582,cocarebuild,7162,29.0,29.0,29.0,0.0,"Periodista no oficial del mundo competitivo de League of Legends y más juegos en el futuro, espero que disfruten del stream!","unofficial journalist of the competitive world of league of legends and more games in the future, i hope you enjoy stream!",es
583,goxxih,7127,9.0,9.0,9.0,0.0,"que pasa paa!! espero que la pases super bien y que disfrutes el contenido que hago :3, seguime en mis redes sociales para ser un poco mas fachero/a de lo que ya sos , ANASHEE","what's up paa !!i hope you spend super good and enjoy the content i do: 3, follow on my social networks to be a little more facade than you are, anashee",es
584,lafleur_lol,7071,812.0,812.0,812.0,0.0,"Dorian ""LaFleur"" G. - ADC for ?  |                                                                                                                                                            ✉ lafleur13x37@gmail.com","dorian ""lafleur"" g. - adc for ?  |                                                                                                                                                            ✉ lafleur13x37@gmail.com",en
585,klixz,7058,155.0,155.0,155.0,0.0,Master+ LoL EUW / MultiGladiator WoW // Best Chanter Aion/Thor ,master+ lol euw / multigladiator wow // best chanter aion/thor,en
586,grabbz,7053,433.0,433.0,433.0,0.0,"Hello, I am Fabian ""Grabbz"" Lohmann and I am a professional League of Legends coach, currently on the bench. Questions are welcome in German, English and Spanish but for the time being the main language will be german! 2016-2017 Team Roccat2018-2021  G2 Esports2022-          Team BDS","hello, i am fabian ""grabbz"" lohmann and i am a professional league of legends coach, currently on the bench. questions are welcome in german, english and spanish but for the time being the main language will be german! 2016-2017 team roccat2018-2021  g2 esports2022-          team bds",en
587,dareinas,7043,40.0,40.0,40.0,0.0,"Стримы по всем возможным играм . Игры со зрителями , рейтинговые игры , сингл плеер игры , развлекательный контент. ","streams for all possible games.games with spectators, rating games, single player of the game, entertaining content.",ru
588,shysept,6952,89.0,89.0,89.0,0.0,I play league of legends and jam to techno ~ Business Inquiries: shysepttwitch@gmail.com,i play league of legends and jam to techno ~ business inquiries: shysepttwitch@gmail.com,en
589,imraissa,6923,41.0,41.0,41.0,0.0,streams nocturnos porque tengo mi horario poop,night streams because i have my poop schedule,es
590,nesu_kun,6918,198.0,198.0,198.0,0.0,,,ht
591,r_chan0000,6886,93.0,93.0,93.0,0.0,시간은 부정기적이지만 거의 매일 방송하고 있습니다요. :)새벽~오후 시간대가 많습니다.저녁에는 별로 방송을 하지 않습니다.,"time is irregular, but it is broadcast almost every day.:) there are many dawn -afternoon hours.",ko
592,verikukko,6844,153.0,153.0,153.0,0.0,Lempi eläimiä on eläimet,favorite animals are animals,fi
593,thornyflower,6753,32.0,32.0,32.0,0.0, diamond 2 enchanter cat vtuber meow,diamond 2 enchanter cat vtuber meow,en
594,kumako___,6658,84.0,84.0,84.0,0.0,オラ、孫悟空だ！！！是非、推してくれよな！かーーめーーはーーめーーー波っ！,"ora, son goku!!!please recommend me!khe -me -huhhhhhhh!",ja
595,runnonrun_lol,6634,70.0,70.0,70.0,0.0,"- Nourhan Naguib - Content Creator/Streamer 🎥 -  I stream a lot of variety games, especially League of Legends and VALORANT. - ENJOY the stream ❤️","- nourhan naguib - content creator/streamer 🎥 -  i stream a lot of variety games, especially league of legends and valorant. - enjoy the stream ❤️",en
596,nyc_thresh,6632,32.0,32.0,32.0,0.0,Everyday ,everyday,en
597,ace_ezreal,6627,37.0,37.0,37.0,0.0,Just here to play Ezreal and have a good time.,just here to play ezreal and have a good time.,en
598,ovdovovac,6618,44.0,44.0,44.0,0.0,"Mistr ČR a bývalý ""PROGAMER xd"" za eSubu, Extatus, PWS, GWE... big elo a tak no ...","champion of the czech republic and former ""progamer xd"" for esubu, ectatus, pws, gwe ... big elo and so ...",cs
599,skmgsysy,6618,521.0,521.0,521.0,0.0,「式部めぐり」を検索しないでください,"please do not search for ""shikibu tour""",ja
600,kuriyamacory,6488,29.0,37.0,33.0,0.0,🐔Aniviaマスタリー累計600万だけど上手いとはいわん！OTPではない・・・常時、アイトラッキングと心拍数表記つき！寂しがり甘えたちゃん獣人エルフハーフ…あなたの一番になりたいの！ かまって！ほめて！なでてー！お仕事は甘やかされる事なのっ‼️  LOL、FPS、雑談、歌…(∩ˊ꒳​ˋ∩)･*,"🐔nivia mastery is 6 million, but it's good!not an otp ... auto tracking and heart rate notation at all times!a lonely and spoiled beast elf half ... i want to be the best!i'm sorry!praise!stroke!your work will be pampered.️ lol, fps, chat, song ... (∩ ꒳) ・*",ja
